名称,摘要
脱粒装置,本发明的目的在于提供一种脱粒装置，能够通过小规模的操作机构进行排尘控制体的适当的自动开闭，并且容易避免该操作机构的动作不良的发生，能够容易迅速地进行维护作业。为了该目的，在脱粒进料链(11)侧上设置机械连动机构(70)，其将运送引导杆(22)的向改变与环形转动链(21)的夹持间隔的方向的位移作为排尘控制体(60)的开闭姿态切换所需要的位移而进行传递。构成为若运送引导杆(22)与环形转动链(21)的间隔变大，则切换操作排尘控制体(60)到打开姿态侧，若运送引导杆(22)与环形转动链(21)的相对间隔变小，则切换操作排尘控制体(60)到关闭姿态侧。
横置切流滚筒与纵置双轴流滚筒组合脱粒分离装置,本发明为一种横置切流滚筒与纵置双轴流滚筒组合脱粒分离装置，涉及农作物机械脱粒分离装置制造技术领域。本发明包括横置切流脱粒分离系统和纵置双轴流脱粒分离系统。横置切流脱粒分离系统包括切流滚筒、刀形齿、切流栅格凹板筛和碎草刀，纵置双轴流脱粒分离系统包括纵轴流滚筒、纵轴流栅格凹板筛、纵轴流滚筒盖板和导流盖。本发明可满足农作物的大喂入量收获要求，具有收获效率高，对籽粒的脱粒分离能力强，脱粒分离功耗较低，经过碎草刀粉碎后的茎秆较碎，能直接实现收获后的秸秆还田。?
联合收割机用集谷箱,本发明涉及一种联合收割机用集谷箱，其一侧有可活动的侧面板，该可活动侧面板的下端铰接于箱体下部，该活动侧面板的两侧固定有与活动侧面板相垂直的呈扇形的侧板，两侧板间距离略小于箱体左右两侧面板间距离，集谷箱外侧上方固定有上梁，其特征在于：所述活动侧面板的上侧内侧连接有浮动挡粮架，该浮动挡粮架是由两块扇形板和一块弧形板组成的一体结构，该扇形板的半径略小于呈扇形侧板的上端弧长，它于扇形板的圆心处通过铰接安装于活动侧面板的侧板内侧上端角部，该扇形板与扇形侧板间还安装有弹性元件。本发明结构简单，容积可变且最大容积更大。
一种联合收割机的旋震抽离清粮机构,一种联合收割机的旋震抽离清粮机构，包括收割机扬谷口、吊架、旋筛、抽风机、动力传递箱，其特征在于所述旋筛与吊架活动绞接的吊杆的两端设置有关节装置，所述抽风机的抽风口置于旋筛后段中部上方，抽风机的中央位置安装有空腹主轴，所述空腹主轴的空腹体内安装有驱动旋筛作旋震运动的曲柄立轴，所述曲柄立轴下端安装有曲柄轮，曲柄轮上安装有曲柄销，所述旋筛底后段中部安装有销座，所述旋筛下部安装有随筛粮仓，随筛粮仓下方安装有出谷口，它具有结构简单、体积小、动力消耗少、含杂率低、清粮效果好等优点。
一种多功能饲草碎化机,本发明涉及一种多功能饲草碎化机，它是一种用于将农作物秸秆和杂草加工成丝状的饲料加工设备。本发明主要解决现有饲草碎化机对饲草的选择性高、不能将饲草碎化成丝状、动物利用率低、消耗人力物力大和生产效率低的技术问题。本发明的技术方案为：一种多功能饲草碎化机，包括中轴、铡草轮、铡草刀、副刀、风机等部件，所述的中轴安装在支架上并位于出料筒的中央，在中轴的一端安装铡草轮，铡草刀安装在中轴的中间，中轴的另一端安装有风机和风机轮，在主压草辊的下方还安装有副刀。本发明具有能适用于各种饲草、可将饲草碎化成丝状、动物利用率高、节省人力物力和生产效率高的优点。
一种海芦笋脱粒机,本发明涉及一种海芦笋脱粒机，属于农副产品加工机械技术领域。该机的机架上支撑喂入平台，喂入平台前方装有一对通过径向齿相互啮合传动的喂入辊；喂入辊前方装有脱粒辊；脱粒辊位于喂入辊正前方的揉搓辊体段外圆分布表面具有螺旋槽的纹齿，揉搓辊体段上方罩装具有与纹齿螺纹槽相同旋向螺纹槽的弧形上盖；揉搓辊体段螺旋输出方向延伸出具有间隔分布钉齿的打脱辊体段；脱粒辊的下方装有凹板筛；凹板筛前方延伸出出草台，排草辊表面间隔分布有梳草齿。本发明能够切断、撕裂、挤压果荚；脱粒行程长、脱净率高；以揉搓和打击的组合方式来完成种子脱粒；将脱粒下来的秸秆抛送出去；将轻质杂物从顶部分离出去，种子从分离器底部输出。
红薯藤窖藏越冬扦插方法,本发明公开了一种红薯藤窖藏越冬扦插方法，属于红薯贮藏越冬及繁殖方法；旨在提供一种红薯藤贮藏越冬和繁殖红薯的方法。其方法是：去除红薯藤叶片、保留1-2厘米叶柄；将红薯藤按50厘米长一段剪切，晾阴半天；将薯拐浸泡于消毒液中10-20分钟，晾干表面水分；在红薯窖地面铺垫松针叶，然后将红薯藤或薯拐按一层松针叶一层红薯藤或薯拐的方式重叠，高度不超过1米；每层松针叶厚度为2-3厘米、红薯藤或薯拐之间间隔至少1厘米，保持红薯窖内的温度10-15℃、湿度为90％；播种时，将红薯藤或薯拐取出扦插于苗床育苗或直接插载于大田。本发明保藤率达90％以上，是一种理想的红薯藤贮藏越冬方法。
一种水稻首脱式收获机,本发明公开了一种水稻首脱式收获机。主要由动力机、变速箱、皮带传动装置、脱粒滚筒、输谷带、旋禾盘、行走轮、机架等组成。本发明摒弃了传统的粉碎脱粒和滚筒拨禾法，从而彻底避免了粉碎率损失和撒落损失，做到收获中极少损耗；省去了稻草的运转，省去了脱粒后的清选环节，可显著降低能耗；本收获机重量轻，且拆装方便，根据水稻植株的高度，可调整脱粒系统的高度，特别适宜山区及丘陵区水田作业。
一种轴流脱粒滚筒用的罩壳,一种轴流脱粒滚筒用的罩壳，它涉及一种脱粒滚筒用的罩壳，属于农业机械领域，以解决轴流式脱粒中的脱粒滚筒采用圆形罩壳容易裹粮和采用非圆形罩壳由于导向叶片角度相同，不能兼收如小麦、水稻等易缠绕作物或如玉米等易脱粒作物，且收获易脱粒作物时容易跑粮的问题。它包括壳体、导向叶片组、两个插接板和两个限速挡板，壳体上沿壳体的宽度方向平行设有两条开口，喂料口与靠近喂料口一侧的开口之间的壳体内壁上沿壳体的长度方向均布平行固接有多个第一导向叶片，第二导向叶片和第三导向叶片均与壳体内壁固接，限速挡板穿过插接板的空腔并插接在壳体上的开口内且与插接板可拆卸连接，本发明与联合收割机或脱粒机的脱粒滚筒配套使用。
仿人双指打结器,本发明涉及一种用于农作物秸秆或牧草方草捆自动打结装置，该装置安装在压捆机尾部的打结器主轴上，能够模拟人手双指将送绳机构送上的绳子夹持，并完成捆扎打结所需的搭绳、夹绳、绕绳、咬绳、割绳和脱扣动作，实现对压实草捆的自动捆扎和打结。该装置主要由复合齿盘（17）、打结器支架（50）、以及装配在打结器支架（50）上的割绳刀臂（32）、打结绕绳手指（35）、打结勾钳手指（36）、间歇式夹绳盘组件（J）和夹绳盘驱动机构（Q）等组成。本发明结构简单，便于加工，制造成本低，打结可靠性高，可用于方草捆压捆机的自动打结。?
玉米加工设备,本发明涉及玉米加工设备，包括枯萎机、振动喂料机、剥皮机、切头尾机和切断机，所述切断机包括机架III和细刀片，所述机架III上侧配置有输送带II，所述输送带II两头分别装有输送电机，所述输送带II上有V型槽，所述机架III下侧设置有主电机，所述主电机与主动轮连接，所述细刀片通过主动轮和从动轮与小轴轮固定连接，所述从动轮有相同的四个，固定在凸轮上，所述细刀片和小轴轮有相同的四组，所述小轴轮呈阶梯状分布。本发明的优点是：减少震动、操作简单安全、功效好、精确度高，降低劳动成本，提高工作效率。
一种畜力式秸秆捡拾压草机,本发明公开了属于农业机械技术领域的一种畜力式秸秆捡拾压草机。它的结构如下：牲口连接带拴在拖车支架上，拨指机构通过平行四杆悬挂架安装在拖车上，拨指机构还与动力传送机构连接，拖车支架、压草机构、动力传送机构、打捆机构、支撑杆和拖车轮安装在拖车上，仓口后板通过出仓口栓固定在拖车上。本发明的有益效果为：1)耗能小，可采用畜力作业；2)质量轻，便于运输；3)可在小地块和山区进行作业，操作方便。
太阳能粮食风干大棚,一种太阳能粮食风干大棚，包括大棚、粮食风干仓、制热系统、制风系统，粮食风干仓布置在大棚内，制风系统由两排制风装置组成，该两排制风装置分别设置在粮食风干仓的前、后两侧，每排制风装置由风机、传动轴、支架以及上、下摇摆机构组成，风机固定在传动轴上，传动轴通过轴承座支撑在支架上，上、下摇摆机构与传动轴连接，制热系统由太阳能集热管和散热片组成，太阳能集热管安装在大棚外，散热片安装在大棚内，散热片通过联接管与太阳能集热管的出口连接。本发明的太阳能粮食风干大棚，绿色环保，节约能源，占地面积小，生产效率高，不受季节、地域、气候影响，利用太阳能热源和人工制风使粮食作物快速的脱水风干。
盘式脱粒机,盘式脱粒机，包括动力装置、鼓风脱粒机(2)以及风道，其中，所述鼓风脱粒机设有罩壳(3)和鼓风盘，动力装置用于驱动鼓风盘旋转，风道包括垂直风道(7)和横向风道(4)，横向风道位于垂直风道的上方且相互连通，垂直通道的下方设有抽屉(8)，横向风道的端部设有排出口(5)，罩壳(3)上设有出风口(6)，该出风口与垂直风道连通，并且向上倾斜以与水平面成一角度，鼓风盘的盘面上设有凸条(11)，且该鼓风盘的周缘上设有多个缺口。本发明不仅具有较高的脱粒效率，而且能够使得种粒基本不带颖壳，脱粒净度较高，其能够保证种子完好，确保种子质量。此外，本发明制造简单，使用方便，是较为实用的技术，具有良好的实用性。
联合收割机,本发明提供能简单地沿谷粒送出方向延长谷粒排出输送机(8)的谷粒送出终端侧，能在不从谷物箱(7)排出谷粒时简单地闭塞谷粒排出输送机(8)的送出终端侧的开口的联合收割机。其包括：搭载有发动机(20)的行驶机体(1)、收割装置(3)及脱粒装置(4)、用于贮存来自上述脱粒装置(4)的谷粒的谷物箱(7)、用于排出上述谷物箱(7)内的谷粒的谷粒排出输送机(8)，该联合收割机包括：利用筒体支点轴(68)能转动地支承在上述谷粒排出输送机(8)的谷粒送出终端侧的谷粒排出筒体(69)、使上述谷粒排出筒体(69)在谷粒排出姿势和谷粒非排出姿势之间移动的谷粒排出操作体(70)，利用上述谷粒排出筒体(69)的一部形成排出口闸门(69a)，在以谷粒非排出姿势支承上述谷粒排出筒体(69)时，利用上述排出口闸门(69a)能闭塞上述谷粒排出输送机(8)的送出终端部的排出口。
一种可实现秧蔓折弯输送的半喂入花生摘果机,本发明涉及一种花生摘果机，属于农业收获机械技术领域。该机包括具有工作台面的机架，机架上装有位于工作台面之上的夹持输送装置和位于工作台面之下的一对前低后高倾斜摘果辊；夹持输送装置由回环夹持链和夹持板构成，夹持板的上表面通过垂向压紧弹簧与固定在机架上的压秧杆衔接，下表面压持在邻近工作台上表面的夹持链上；工作台面具有位于两摘果辊之间上方的导秧槽，导秧槽前端装有秧蔓折弯输送导向杆，秧蔓折弯输送导向杆与夹持输送轨道呈一定角度，由夹持输送装置输入端至摘果辊输入端的前段，由工作台面之上延伸到工作台面之下。本发明既结构简单、操作方便、作业效率高，又摘净率高、摘果质量好，产生了突出的进步。
粮食储存装置,本发明是一种粮食储存装置，包含有大支架(1)、储粮筒(2)、塑料袋(3)和挡板(4)；储粮筒(2)设置为横截面为封闭的曲线形、纵截面为长柱形，储粮筒(2)设置有内腔，储粮筒(2)的一端设置有开口，挡板(4)按与储粮筒(2)滑动联接的方式设置在储粮筒(2)的开口部位，塑料袋(3)设置在储粮筒(2)的内腔中。因此更利于粮食的吊装和搬运。
一种脱粒装置及具有该装置的联合收割机,一种脱粒装置及具有该装置的联合收割机，该联合收割机包括底盘及设置在该底盘上的操纵驾驶台、行走驱动机构、收割台、过桥、脱粒装置及清选装置，该收割台设置在该底盘前端，该脱粒装置位于该底盘上方，该过桥连接该收割台及该脱粒装置，该清选装置位于该脱粒装置下方，该脱粒装置包括机架及设置在该机架上的喂入机构、脱粒机构及导向机构，该喂入机构与该脱粒机构连接，该导向机构与该脱粒机构相适配，其特征在于，该脱粒机构包括对称设置的左、右两个滚筒体和与该左、右滚筒体适配的凹板筛，该左、右滚筒体水平放置并沿该联合收割机纵向布置。本发明的脱粒装置适合喂入量大和潮湿难脱的作物，且整机长度较小，喂入均匀顺畅、结构简单。
卷压室形状可控式通用打捆机,本发明公开了农业机械技术领域的卷压室形状可控式通用打捆机。它的结构如下：草捆成型腔由地轮支撑，捡拾器通过橡胶铰接蓬与草捆成型腔连接，支撑杆的一端连接草捆成型腔，另一端连接捡拾器罩壳，八个短胶带和八个压簧交替安装在草捆成型腔内，腔体移动器、第一减速箱、第二减速箱、胶带带轮、舱门和捆扎装置均安装在草捆成型腔上，第一减速箱、第一减速箱带轮、腔体移动器和草捆成型腔装配在一起，第二减速箱、第二减速箱带轮、胶带带轮和草捆成型腔装配在一起。本发明的有益效果为：1)卷压室形状可调，可形成方形或圆柱形草捆，减少农民及农机户需配备机具数量，节约成本；2)成捆方式及卷压室形状调控方式简单，操作方便，捆绳用量少。
一种花生摘果机的多层分选筛,本发明公开了一种花生摘果机的多层分选筛，包括上筛板和下筛板，在上筛板左端的下方设有后端高前端低的倾斜的下筛板，此下筛板上分布有花生果不能通过的孔，在上筛板中部的下方设有条缝筛，此条缝筛由沿纵向均布的钢丝组成，所述条缝筛的钢丝的右端头为向下弯的弯头，此弯头的弯角小于90度，所述条缝筛的下方设有一端高另一端低的倾斜的滑槽，在所述条缝筛的右端头的下方设有前端高后端低的倾斜的流槽与花生摘果机的传送带相对接，上述上筛板、下筛板、滑槽、条缝筛和流槽分别与筛架连接，筛架由花生摘果机的曲轴驱动。本发明具有作业不停机，且效率高和分选出的花生果含杂率少。
一种适用于种子长期保存的安全干燥方法及干燥装置,本发明涉及一种适用于种子长期保存的安全干燥方法及干燥装置，本发明通过对种子预干燥、预热、干燥、缓苏、包装等5个步骤，将种子含水量安全降至5-7％，并迅速密封保存在种子盒或者种子袋中，便于下一步的低温保存。本发明还提供了一种与该干燥方法配套的干燥装置，通过对干燥间、干燥箱、制冷机、除湿机和温湿控制器等主要仪器设备的合理布局与利用，优化了干燥进程，提高了干燥效率。
一种粮食通风冷却装置和系统,本发明实施例公开了一种粮食通风冷却装置和系统，本发明的实施例将所述粮食通风冷却装置插入粮堆使用，吸风管用于将粮堆的热气吸出，所述送风管用于将冷空气输入，与所述吸风管形成空气循环，即冷却后的空气通过粮食颗粒间的间隙将气流输送至吸风管周围，所述吸风管由所述吸风机带动将所述冷空气吸走，通过冷空气的不断循环，完成了该处粮堆的局部降温，克服了现有技术中在无需对粮堆的整体降温时而造成能源浪费的缺点。
双仓圆草捆机,本发明公开了一种双仓圆草捆机，主要结构是动力齿轮箱连接带动二组传动链和一套皮带传动轮组成的传动系统。牧草条先通过检拾器检拾进入预压仓，在输送皮带的动力作用下，预压仓圆草捆实物达到60-70％时，通过草捆压力开关同步升起上下移动闸门。没成型的牧草随着皮带进入到成型仓。达到成型仓压力后，草捆压力开关工作，把上下移动闸门落到底，同时启动绳箱，捆绳完成后，成型仓油缸开启，仓门打开，将成型仓的圆草捆实物卸到地面，全部捆草过程完成。重复以上工作，可实现不停机工作。双仓圆草捆机可对大面积牧草(秸秆)进行连续、准确的收集、卷捆作业，以实现牧草(秸秆)收获的机械化。
农户储粮改进型彩钢粮仓底部通风器,农户储粮改进型彩钢粮仓底部通风器，包括仓体，仓体有仓壁和仓底，在仓壁上开有出粮口和进风口，进风口中安装进风管，其特征在于所述的仓底上安装通风盘，所述通风盘包括盘面和盘外壁，盘外壁上制有接管，接管连接进风管，在盘面中开有通风孔，通风盘中的空气经通风孔流至仓体中。通风盘经盘面和盘外壁使仓体中形成通风空间，空气经进风管流向通风盘，并经盘面上各个通风孔向上流向仓体，再从仓口排出，使仓体的粮食得到通风，通风盘与仓体分体制造，不用时将通风盘取出，清理方便，要对通风盘杀虫投药时，将接管与进风管拆开，便能进行投药，制造、拆装、投药十分方便。
一种秧蔓拨入折弯输送半喂入花生摘果机,"本发明涉及一种花生摘果机，属于农业收获机械技术领域。该机包括的机架上装有夹持输送装置和一对前低后高倾斜摘果辊；夹持输送装置由回环夹持链和夹持板构成，夹持板的上表面与固定在机架上的压秧杆衔接，下表面压持在夹持链上；工作台面具有位于两摘果辊之间上方的导秧槽，导秧槽前端装有秧蔓折弯输送导向杆，秧蔓折弯输送导向杆与夹持输送轨道呈一定角度,由夹持输送装置输入端至摘果辊输入端的前段，由工作台面之上延伸到工作台面之下;工作台面的输入端上方装有喂入料斗；喂入料斗底部装有双拨轮水平拨秧机构，其中一对拨轮分别安装在夹持链两侧。本发明既结构简单、操作方便、作业效率高，又摘净率高、摘果质量好，产生了突出的进步。"
联合收割机,本发明提供解决了脱粒物及二次筛选物容易集中堆积在摆动筛选盘(27)的靠脱粒滚筒(26)的旋转下游侧的一侧的问题的联合收割机。是在使脱粒筛选后的二次筛选物返回到脱粒装置(5)或摆动筛选盘(27)的二次回收机构(60)的输送终端侧具有用于对二次筛选物进行处理的枝梗处理机构(61)的联合收割机，使从枝梗处理机构(61)面向脱粒装置(5)内的二次筛选物放出部(83)在侧视时相对于位于脱粒装置(5)内的脱粒滚筒(26)的下表面上下跨越地开口。
一种新型茓子,一种茓子包括茓子体、连接器、拉链补接器和拉链头等主要部件，辅以茓子底、茓子顶和底座等部件组合使用。茓子底与茓子体、茓子体与茓子体以及茓子体与茓子顶通过拉链的拉合和连接器相连，使用拉链补接器作为拉链受损部位的加固件。本发明所述的一种茓子，制作简单，成本低，使用方便，可折叠，存放占用空间小，经久耐用，可广泛应用应用于农作物的存储、粮食的自然通风干燥、防止尘暴和通风等领域。
利用轻质套筒或衬套进行农产品密封储存的系统与方法,本发明名称是利用轻质套筒或衬套进行农产品密封储存的系统与方法。提供系统与方法，用于农产品的保护运输或自立式储存以保持产品质量并防止由于水分含量增加或冷凝而引起的产品水分损害。该系统与方法包括在集装箱内或自立式模式中使用薄的、轻质超低渗透性可受载密封衬套，该密封衬套任选地在顶部具有抗-UV、防风以及抗啮齿动物的罩。为了运输，衬套在第一端被密封并在第二端打开，以及该衬套被设置在集装箱内，所述衬套具有在集装箱的后端处密封的第一端以及在集装箱的前开口端处的第二开口端。衬套的顶部通过联结机构或通过衬套和/或在衬套内的肋的充气而被保持到集装箱的顶棚。袋装或散装产品经由开口端而被装入衬套。衬套然后被封闭，且集装箱被关闭。在运输之后，农产品可通过打开衬套的密封而被移出。对于袋装或盒装产品的自立式储存，当套筒和/或罩被保持打开时，可以手动或利用叉车完成装载。对于散装产品，罩被用于防止套筒在装载期间破损，因此其在经由气动粮食抛送机或类似装置装载入套筒之前被放置在套筒上方。
圆草捆自动缠网装置及自动缠网方法,本发明涉及农业机械领域，具体公开了一种圆草捆自动缠网装置及自动缠网方法，该装置包括：控制模块，用于检测圆草捆是否符合打捆条件，是则控制凸轮机构动作；凸轮机构与控制模块连接，用于在控制模块的控制下，输出分别使引网作业模块、缠网计数模块和切网作业模块动作的位移；引网作业模块，与凸轮机构连接，用于根据凸轮机构输出的位移将丝网引入到成形室内；缠网计数模块与凸轮机构连接，用于根据凸轮机构输出的位移确定何时对圆草捆进行缠网计数操作，并对所缠网的层数进行计数；切网作业模块分别与凸轮机构和缠网计数模块连接，用于将缠在圆草捆上的丝网切断。本发明提高了草捆打捆的自动化程度和效率，节省人力物力。
基于离散元法的玉米脱粒过程分析方法,本发明涉及一种基于离散元法的玉米脱粒过程分析方法。用于玉米脱粒过程的研究。包括以下步骤：建立全局坐标系x-y-z和第一局部坐标系X-Y-Z；采用球颗粒聚合方法建立玉米穗和玉米芯的离散元法分析模型；以组成玉米籽粒或玉米芯某个球i的球心与另一个接触玉米籽粒或玉米芯组成球j的球心连线为X′轴，Y′轴和Z′轴符合右手旋转法则；把上步计算的每一个籽粒所有组成球的接触作用斥力，变换到第三局部坐标系X″-Y″-Z″下并求合力；如果连接力小于由试验测定的连接力，则该玉米籽粒从玉米芯上不脱离，此时需在第三局部坐标系X″-Y″-Z″下，求解未脱落籽粒相对玉米芯的新位置并更新玉米粒的位置。
一种自动拨草捆机械臂,本发明公开了一种自动拨草捆机械臂。所述机械臂包括两个相对设置的拨杆和固接在所述拨杆的两端部的旋转轴和拨杆轴；所述旋转轴与两个底座旋转式连接；所述两个拨杆之间固接有中间轴；所述中间轴与液压缸的活塞杆旋转式连接。该自动拨草捆机械臂与草捆二次压缩设备联用，消除了人工作业的不确定因素，工作安全可靠，效率高，结构简单，拆卸维护方便。
全秆喂入型联合收割机的脱粒装置及全秆喂入型联合收割机,本发明提供一种脱粒装置的脱粒筒构造，即使在大量供给脱粒处理物的情况下，也不会导致脱粒处理所需的负荷增大，能对脱粒处理物实施充分的脱粒处理，处理能力优良。在脱粒室(14)中装备有以前后朝向的支轴(15)为支点旋转、并且随着其旋转对从前方的供给口(25)供给来的禾秆实施脱粒处理的脱粒筒(16)，在脱粒筒的下方配备有使由脱粒筒(2)脱粒处理后的处理物漏下的承接网(17)，其中，脱粒筒包括：多个棒状部件(47)，以沿着支轴的前后朝向的姿势，配备成在脱粒筒的周向上隔开规定间隔地排列的状态；多个脱粒齿(18)，以在前后方向上隔开规定间隔地排列的状态，从棒状部件朝向脱粒筒的外侧突出地装备在各棒状部件上。
全喂入联合收割机用茎杆切碎装置,一种全喂入联合收割机用茎杆切碎装置，包括设置在独立动刀轴上的独立动刀，以及与所述独立动刀配合起剪切作用的定刀，所述独立动刀在动力机构驱动下转动，还包括一个位于脱粒切草滚筒后段并设置在所述脱粒切草滚筒的脱粒齿杆上的附属动刀，所述附属动刀与所述独立动刀配合起剪切作用。通过附属动刀和独立动刀位置的设定，使得它们配合对茎杆进行第一次切碎；通过独立动刀和定刀的配合对茎杆进行二次切碎，这样可使得茎杆被切得更细，碎草效果好，进而不易堵塞。另外，附属动刀和独立动刀的相互配合，在进行切碎的同时，还帮助排草，更有利于切碎的顺利进行，防止堵塞。
脱粒装置,本发明提供脱粒装置，通过将附着在滤筛表面的秸秆屑等附着物削落，防止摆动筛选搁板上出现堵塞，从而提高筛选效率，提高脱粒作业的效率。将具有用于将滤筛(23)的表面的附着物削落的缘部(82a)的刮削器(82)设置为沿着滤筛(23)的长度方向往复移动自由。另外，使设置在前后滤筛(23)的多个刮削器(82)与沿着摆动筛选搁板(20)摆动方向的单个板(81)一体化，从而形成清扫部件(80)，将该清扫部件(80)设置为沿着滤筛(23)的长度方向往复移动自由。另外，使刮削器(82)的缘部(82a)相对于刮削器(82)的移动方向倾斜，并且向板(81)的左右两侧突出。
用于向农业压捆机的捆箱中的捆施加压力的机构,本发明公开了一种机构，该机构用于将压力施加到农业压捆机的捆箱中的捆。两个细长的压轨(51、52)沿着捆箱(20)的两个相对侧面布置。每个压轨(51、52)枢转地连接在靠近捆箱(20)的前端部的一个端部处并且向后延伸，以允许压轨(51、52)相对于捆行进轴线(100)可选择地向内和向外枢转。定位机构(70)连接压轨(51、52)以用于同时使压轨向内或向外运动。每个压轨(51、52)具有偏置弯曲部，该偏置弯曲部将该压轨分成两个相对于彼此倾斜的大致平面的表面(83、85；84、86)。两个相继的捆压缩区域(L1、L2)被限定在捆箱内，其中压轨(51、52)在第一区域中比在第二区域中更快地会聚。
脱粒装置,本发明涉及脱粒装置。通过自由调节筛选风的送风量和送风方向，从而提高筛选精度、脱粒作业效率、谷粒回收效率。本发明的脱粒装置具有如下结构：在摇动筛选架的下侧，从前侧开始依次具备自由调节输送筛选风的风量的风选机、回收一次物的一次物回收部、回收二次物的二次物回收部，在风选机上具备形成于上壁和下壁之间的送风口，在上壁和下壁之间设置风向引导部件，通过风向引导部件将送风口划分成上侧风路和下侧风路，上壁以其后侧部位上下移动的方式转动自如地枢轴支承，风向引导部件以其前侧部位和后侧部位相反地上下移动的方式转动自如地枢轴支承。
联合收割机,本发明公开了一种联合收割机(10)，包括：一对轴向分开的转子(20)，各转子沿纵向方向在各壳体(19)中并排延伸，并用于使得谷物与禾秆分离。提供有供给拍打器(18)，该供给拍打器在横向轴线(X)上旋转，并定位在分开的转子的前面，以便在供给拍打器的下面向后导引农作物流。在供给拍打器上的定向叶片(34)引导农作物流离开拍打器的中心区域并引向与两个转子相关联的各农作物流。包括静止叶片(54)的刮刀装置(50)布置在拍打器上面。在拍打器的顶部上面送回的农作物材料通过静止叶片而被刮掉脱离拍打器并向外引导，这样，刮掉的材料在拍打器的下面重新供给成离开中心区域。
一种多功能仿生玉米脱粒机,本发明公开了一种多功能仿生玉米脱粒机，包括机架、脱粒滚筒、脱粒筛网、筛板和与脱粒滚筒连接的皮带轮，所述机架由相配的上壳体和下框架组成，上壳体上设置有第一喂料口和第二喂料口，脱粒滚筒的轴向圆周表面上设置有鸡喙状的籽粒拨杆，脱粒筛网上设置有鸡喙状的脱粒杆。本发明能满足不同用途的玉米籽粒的脱粒需要；且依据仿生学原理，把滚筒上的脱粒单元（如钉齿或击打筋等）设计成鸡的楔形喙部的形状，能够实现果穗的先松散再脱粒，大大降低了脱粒时对玉米籽粒的损伤。
脱粒装置,本发明涉及脱粒装置。具备回收进入到脱粒后的排出稻草中的谷粒的功能，并且通过自由调节筛选风的送风量和送风方向，从而提高筛选精度、脱粒作业效率、谷粒回收效率。与脱粒室(11)内的处理筒(10)的后部外周接近地配置分隔板(11K)，在形成于该分隔板(11K)的后侧的回收室(11F)内的处理筒(10)的外周面上，设置将进入到脱粒后的排出稻草中的谷粒从该排出稻草分离的分离齿(10b)，在沿着该回收室(11F)内的处理筒(10)的下侧外周的部位，设置支撑脱粒后的排出稻草并向分离齿(10b)的作用区域引导的支撑部件(10c)。另外，可上下自由调节来自风选机(16)的筛选风的送风方向。
抽风式风选小麦脱粒机,本发明涉及一种农业机械中的谷物脱粒和清选机械，具体说是一种抽风式风选小麦脱粒机。目前的脱粒机机具结构比较繁杂，人工送料很不方便，机具成本高，对秸秆粉不会进行清理加工，制约了小麦秸秆粉饲料的利用。本发明包括机架及设置在机架上的喂料机构、粉碎脱粒机构、底仓、风选箱、抽风机构、传动机构，所说的喂料机构设置在粉碎脱粒机构前方，粉碎脱粒机构下部设有底仓，底仓通过风道与风选箱连接，风选箱设在粉碎脱粒机构上部，风选箱一端与抽风机构连接，所说的传动机构设置在机架左右两侧。本发明结构紧凑，动力参数设计合理，机体小，喂料口较矮，人工送料很方便，同时对桔杆进行清理加工，操作使用和搬运方便，配用的动力小。
收获打捆机用间歇喂料装置,本发明涉及一种农业收获打捆机械技术领域，具体涉及一种收获打捆机用间歇喂料装置，包括既有自转又有公转的圆弧往复拨叉送料装置和有固定时序的活塞喂料装置；拨叉送料装置将秸秆送入喂料活塞下方，然后拨叉下上回抽并反向摆动向排草口方向运行，并始终保持拨叉尖端向下；此时活塞向下推向压缩室入料口，拨叉送料装置与活塞喂料装置相互配合，完成向收获打捆机的压缩室喂料，使收获打捆机能实现连续不间断的、稳定的生产作业。可使收获打捆机完全替代传统的联合收割机，实现既收籽粒又能将秸秆打捆，一次作业全部完成收获任务。
一种半夏种茎的储藏方法和用途,本发明公开了一种半夏种茎的储藏方法，它包括如下步骤：（1）取新鲜半夏种茎，曝晒，光照强度40000～100000lx，半夏种茎失水比为10.0％～29.9％；（2）取24～80目干沙，平铺于室内，将步骤（1）处理后的半夏种茎平摊在干沙上，半夏种茎堆藏厚度小于等于30cm，再取24～80目干沙覆盖半夏种茎，即可。本发明提供的储藏方法储藏的半夏种茎发芽率高、单位面积产量多，具有较强的实际应用价值。
联合收割机,本发明的联合收割机尽可能简化用于降低三次损失的结构，应对近年来越来越要求的降低成本。将驱动器(391)与颖壳筛(261)用的开闭机构(264)关联起来的联系部件(390)由利用驱动器(291)的驱动进行正反转动的转动构件(394)和能与形成在转动构件(394)的外周侧的凸轮部(396)相抵接的一对转动检测构件(400、401)构成。利用控制部件(310)的指令，在一个转动检测部件(400)接通的状态下使转动构件(394)待机，若检测出排杆输送部件(317)无排杆，则使转动构件(394)正转动至使另一个转动检测构件(401)接通的状态，借助开闭结构(264)强制开放颖壳筛(261)。之后，在经过规定时间后，使转动构件(394)反转动至使一个转动检测构件(400)接通的状态而解除强制开放。
