"patent_id","名称","申请号","摘要"
"11210543","插秧机秧箱横移装置","CN201110261110.X","本发明涉及一种插秧机秧箱横移装置，其特征在于：一个横移秧箱（4）连接在机架（1）的水平面上，秧箱的框架（4b）中部连接两道横梁（14）、两边内外侧分别连接一组支撑轴承（13），和一组水平限位轴承（12），齿条（18）连在横梁（14）上，两个倾斜的挡片（19）连在齿条（18）的两端；气缸（16）一端连在机架（1）一侧，连杆（17）与矩形支架（201）连接，矩形支架铰接双头棘爪（204），其顶部设有销孔与轴销（202）间隙配合。由于采用了上述技术方案，是的本发明具有如下优点：通过秧箱的移动，使取秧区域均匀化，并且在移动的过程中使上层秧苗下落填补悬空区域，使得插秧质量及效率质量显著提高。"
"11211143","营养型粘土植草固沙装置","CN201110341496.5","本发明公开了一种营养型粘土植草固沙装置，其以沙区就近的粘土（黄土或红土）为主要成分，以粘土基粘合剂、淀粉基粘合剂、纤维素基粘合剂或植物秸秆粘合剂，用水调和制成的长方体构件，并在该长方体构件上开有通孔，以便于种植灌木和草；为了便于构件的组合铺设，在长方体构件的两端设有凸体，或在长方体构件的一端设有凸体，另一端设有与所述凸体相适配的凹槽。本发明以粘土为基体，增加了沙丘的营养物质；结合生物固沙，能有效地提高沙植物的成活率，提高沙漠植被覆盖率，改善沙漠气候，达到防沙治沙的目的。"
"11213946","筛选茎段的方法","CN200980108781.3","本发明涉及筛选具有期望特征的茎段的方法，具体地，本发明涉及筛选禾本科植物(禾本科/早熟禾科)茎段的方法，例如蔗属植物，包括甘蔗。根据本发明的具体实施方式，茎段的筛选，包括用传感器识别每个茎段至少一种特征的步骤；和凭借对所述识别的响应，将包含所述特征的茎段与不包含所述特征的茎段分离的步骤；该传感器的特征是选自压力传感器，电容传感器，超声波传感器，X射线传感器，磁敏传感器，和微波传感器。"
"11214544","免耕播种机的破茬机构","CN201110058917.3","本发明属于农牧业作物耕作、播种机械领域，是一种免耕播种机的破茬机构，包括前牵引架：所述前牵引架铰接有中央枢轴式悬挂架；所述前牵引架连接有深度调节油缸，所述深度调节油缸另一端与中央枢轴式悬挂架连接；所述中央枢轴式悬挂架下部固定连接有涡轮破茬圆盘刀，所述涡轮圆盘刀为涡轮波纹圆盘设计，其上设有压缩弹簧；所述中央枢轴式悬挂架与行走轮架之间安装有板簧及缓冲机构和定位锁管机构；中央枢轴式悬挂架刚性连接有挂接机构。由于使用了涡轮波纹结构，在运动旋转中形成了理想的入土角，可很快达到入土深度，并在土壤中形成了很多扰动，造成微耕的土地环境，以利于播种。"
"11215068","一种智能程控芽种生产装置及方法","CN201110138218.X","本发明涉及农业育种技术领域，公开了一种智能程控芽种生产装置和方法，通过智能程控方法对整个催芽流程进行全程自动控制，用户进行相关参数设置后，程序通过采集育种箱内的高精度温度，经过中心控制系统的数据分析处理，进行精确地控制，使催芽各阶段的温度始终保持在用户设置的温度区间内。本发明适合进行大批量、多批次种子催芽的任务，使用简单，减轻了操作人员的劳动强度；育种箱上部设置了自动喷淋系统，对种子进行均匀的喷淋，使箱体内不同位置的种子的温度一致，减少种子养分消耗，使其催芽均匀，发芽整齐，催芽质量高；混水控制系统实时控制水流量，将浪费降低到最低限度，实现节能、节水。"
"11216384","一种提高水芹种子发芽率的方法","CN201210097973.2","本发明涉及一种提高水芹种子发芽率的方法。属于农业（蔬菜）栽培技术领域。该方法是将脱粒的种子（双悬果）装入尼龙网袋中，扎紧袋口后置清水中浸泡，每天2-3次翻动淘洗并经常换水，直至两天后水仍较清纯；然后将尼龙网袋挂在自来水龙头下，保持细小水流淋洗种子；当种子开始发芽（露白）时，将种子均匀撒播到育苗床上，保持表土充分湿润。经本发明方法处理后种子发芽率可达95%以上。"
"11217528","种子分拣器","CN200880101387.2","本公开提供了用于基于所鉴定的种子的表型分拣种子的系统和方法。在多种实施例中，该系统包括光学器件和控制器站，该光学器件和控制器站构造成并可操作用于采集种子组中的各相应的种子的顶部部分、底部部分和多个侧部部分的图像数据，并分析所采集的图像数据，以判定各种子是否呈现所期望的表型。该系统还包括种子装载、输送和分拣站，该种子装载、输送和分拣站构造成并可操作用于从散装种子箱中的多个种子中单取出该种子组中的各种子，将该种子组输送至光学器件和控制器站，并基于各相应的种子是否呈现所期望的表型而有选择地将各种子分拣至多个种子库中的相应的一个。"
"11217597","设施栽培葡萄施肥方法","CN201010136628.6","本发明涉及一种适用于中国南方葡萄设施栽培施肥方法，该方法根据设施栽培葡萄的养分吸收规律，调节肥料中养分的含量、养分元素之间的比例及施用次数，科学的供给养分。本发明从养分的调控管理方面提高葡萄种植的养分利用率，减少施肥对土壤质量的影响，提高葡萄的产量和品质。"
"11218772","育苗盘式播种机","CN201110062831.8","本发明提供一种育苗盘式播种机，涉及播种机领域，其包括播种机工作台、安装在播种机工作台上的传输装置、根据传输装置传输方向依次设置在传输装置上方的床土供给装置、取角装置、灌水装置、播种装置及覆土装置；传输装置用于传输育苗盘；床土供给装置用于在育苗盘中铺设播种所需床土；取角装置用于将育苗盘中床土刮平；灌水装置外接供水装置，用于向育苗盘中的床土浇注适量水；播种装置用于向育苗盘中浇注适量水的床土中播种；覆土装置用于将土壤覆盖在育苗盘中的种子上。本发明利用育苗盘来作为种子育苗的苗床，实现了育苗的工厂化生产，同时，可以做到精细化播种。"
"11219754","一种烟草种子渗透调节自动控制系统及其使用方法","CN201110190774.1","本发明提供一种烟草种子渗透调节自动控制系统及其使用方法。所述控制系统包括人工远程控制装置、可编程控制器、浸种装置、自动供氧系统、脱水系统、自动供水及清洗系统、水温加热循环系统和固定支架；浸种装置包括设在固定支架上的带有视窗浸种罐、罐盖升降装置、搅拌装置和设在浸种罐内的网状浸种笼，在网状浸种笼内设有布袋，布袋内设有与其形状相同的栅栏状支撑架；所述可编程控制器的信号输出端分别与自动供氧系统、脱水系统、自动供水及清洗系统、水温加热循环系统、罐盖升降装置和搅拌装置的信号输入端连接。本发明自动控制种子处理均匀、质量稳定，省时省力，适合于烟草、花卉、牧草等体积小、质量轻的小型种子的工厂化渗透调节浸种生产。"
"11220126","鸭茅的施肥方法","CN201110355876.4","一种鸭茅的施肥方法，采用尿素为氮肥、过磷酸钙为磷肥、硫酸钾为钾肥，其中氮、磷和钾的用量为按N、P205、K2O比1.986:1:2.114，以重量份比计；首先将全部的磷肥、与45%的氮肥和磷肥作为基肥施入栽培土壤中，在分蘖期以25%的氮肥和钾肥作为第一次追肥施入，剩余30%的氮肥和钾肥在各次收割后平均分配施入。本发明通过选择合适的氮、磷、钾肥，合理搭配氮、磷、钾肥的用量从而很好地满足了鸭茅的营养需求，同时配合施肥方式充分提高了鸭茅生长前、后期的营养吸收；有效地提高了鸭茅的品质及产量可达59450.33kg/hm2，减少了能源消耗、避免了环境污染、提高了土壤肥力，大大提高了鸭茅生产的经济效益。"
"11221258","一种有机肥的处理施用方法及处理系统","CN200910193466.7","本发明公开了一种有机肥的处理施用方法及处理系统。所述施用方法包括将固体有机肥加水沤腐后过滤或将液态有机肥直接过滤得到有机肥滤液；将有机肥滤液通过灌溉装置滴灌到作物根区等步骤。本发明同时提供了实现上述方法的系统。采用本发明方法农家常用固体有机肥处理成为可灌溉和滴施的均匀液态肥，保证施肥的均匀性；从根本上改变了传统有机肥施用方式，干净卫生，省时省工；本发明可利用现有常规的灌溉装置，运行成本低、技术要求低、简单实用，非常适合在我国丘陵山地果园、茶园、经济林、蔬菜等应用滴灌施肥设施的产业中推广应用。"
"11221259","步行型水田作业机","CN200910246172.6","一种步行型水田作业机，包括：发动机(8)；具有输入来自发动机的动力并输出变速动力的变速装置(140)的变速箱(6)；从上述变速箱(6)延伸到横外侧的支承部(6a)；被传递上述变速动力并且支承于上述支承部(6a)的传动轴(132)；可摆动地支承于上述支承部(6a)的传动箱单元(142，143，144)；被传递来自上述传动轴(132)的动力并支承于上述传动箱单元(142，143，144)的车轴(141)；和连结于上述车轴(141)的车轮(1)，上述传动箱单元(142，143，144)包括：变速侧传动箱(142)、车轮侧传动箱(144)、和连接上述变速侧传动箱(142)与车轮侧传动箱(144)的中间传动箱(143)，并且，上述传动箱单元(142，143，144)随着致动器(154)的动作而绕横轴心P1上下摆动，使得车轮(1)相对于车体的位置发生变化。"
"11223486","一种振动杠杆式清种装置","CN201110252782.4","本发明公开了一种振动杠杆式清种装置，包括杠杆底板、辅调转动销、辅调板、主调装置、辅调装置、安装座、主调转动销和弹性清种指；所述主调转动销沿前后方向插装在杠杆底板与安装座之间，主调装置用于调节杠杆底板绕主调转动销旋转；所述辅调转动销沿前后方向插装在辅调板和杠杆底板之间，辅调装置用于调节辅调板绕辅调转动销旋转；主调转动销、杠杆底板和辅调板的螺孔上均安装有弹性清种指。本发明可实现及时清除吸孔周围多余种子，调节播种量，提高吸种精度和提高清种效率。"
"11224083","一种磁粉防伪烟草丸化种子及其检测方法","CN201110294738.X","本发明提供一种磁粉防伪烟草丸化种子，所述的烟草丸化种子具有两层结构，其靠近裸种的内层结构不含磁粉，所述的烟草丸化种子可以通过磁性材料进行鉴别。本发明的优点是在不改变烟草种子原有丸化工艺流程的基础上进行简单调整，无需设备的更新，防伪成本低廉。这种具有防伪功能的烟草丸化种子与普通烟草丸化种子在外观上无差异，只有在特定的检测步骤和检测材料下才会显示出磁性特征。本方法为烟草种子提供了一种简单可靠的防伪技术，增强了对种子质量、烟草公司以及种子用户利益的保护。"
"11224403","一种拖动式育秧精密播种机","CN201210042399.0","本发明涉及农业机械领域，特别涉及一种用于水稻田间的拖动式育秧精密播种机，其包括一种拖动式育秧精密播种机，其包括：机架、传动机构、排种箱、推杆以及浮板；所述传动机构滑动安装在所述架的导轨上，其包括有驱动轴、驱动轮、飞轮I、飞轮II、换向轴、排种轴、链轮I、链轮II、齿轮I、齿轮II、链条I以及链条II；所述排种箱内置有导种板、毛刷以及螺旋槽式勺轮；所述推杆安装固定在所述排种箱上；所述浮板安装于机架的底部。本发明播种均匀度稳定、方便在水田间行走，可以降低劳动强度以及提高工作效率的拖动式育秧精密播种机。"
"11224649","农田人参种子催芽方法","CN201210084431.1","本发明涉及一种人参种植技术，即农田人参种子催芽方法。鲜籽采收洗净后，或干籽在五月下旬，采用砂水法进行催芽处理，即在池内石子层和袋装人参种子交替铺设，之后再铺一层石子，搭设遮阴棚，间隔浇透水，处理70-90天。石子层和袋装人参种子交替铺设，利于通气，减少捣种次数。对催芽槽及种子浇透水，不仅可以保持适宜的水分，而且，浇透水起到了降温作用，避免了夏季高温造成的种子腐烂。同时，催芽过程省工省时，种子裂口率达到90％以上，提高出苗率，利于人参生长，提高了人参品质和产量。"
"11224837","一种利用沼液补充果园水肥的方法","CN201210140476.6","本发明涉及一种利用沼液补充果园水肥的方法。该方法是利用沼气工程所产生的沼液浸泡蓄水保肥材料，并将浸足沼液的蓄水保肥材料埋在果树根系富集区,适时浇灌沼液，起到穴贮肥水、缓慢供应水肥的效果。待果树落叶整园或开春翻土时,可将上年度埋入的蓄水保肥材料翻出,与覆土及其它肥料混合后用作果园基肥施用；在上年度埋蓄水保肥材料的外围另开沟埋入重新浸泡好的蓄水保肥材料,如此周而复始,可有效缓解果园的水肥供应紧缺问题,并能有效改善果园的土壤质量,促进沼液的消纳,达到了生物质资源的循环利用。"
"11225045","瓜类蔬菜施肥方法","CN201210493861.9","本发明提供一种瓜类蔬菜施肥方法，在瓜类蔬菜不同成长期（依次包括：（1）定植后至苗期，（2）初花期至初花坐瓜期，（3）第二批花开花期至第二批花坐瓜期，（4）第二批瓜膨大期），采用喷施叶面结合冲施淋根的方式，施用果力水溶肥料、花力水溶肥料、促根增甜液、硼力水溶肥料、根力钙水溶肥料、高钾冲施肥、壮力水溶肥料、碧力水溶肥料和保叶冲施镁水溶肥料中的一种或多种的组合，为瓜类蔬菜补充各成长期所需营养成分（特别是钾、钙、镁、铁、锌、锰、硼、铜、钼等营养成分），能够使瓜类蔬菜在其各个生长期快速、充分地获取所需的营养成分，保持营养均衡，确保瓜类蔬菜的叶、花、果实等的正常成长，提高果实的产量及品质。"
"11227494","一种具有抱抓功能的组培苗移栽手爪","CN201110178069.X","一种具有抱抓功能的组培苗移栽手爪，属于设施农业自动化苗种移植设备领域，其由气缸连接架、钢针架、楔形台、导管、钢针、手爪座、弹簧、气缸、气缸推杆、活动轴组成；气缸安装在气缸连接架上上方，手爪座安装在气缸连接架下方.钢针架与楔形台固定在气缸推杆前端；所述的平行导管内侧有一突起，突起上有孔；四支导管各自通过一穿过其突起上孔的活动轴安装在手爪座上，并可绕此活动轴进行转动，四支导管均匀分布在手爪座外侧四周，并平行于气缸轴线安装。其中每组相对的两只导管下部安装有弹簧，弹簧两端分别固定在两只导管上；一只钢针一端固定在钢针架上，另一端插入导管中。本发明适用于不同穴盘之间的移植，结构紧凑，方便安装和维修。"
"11228263","一种利用无机盐胁迫萌发苦荞种子的方法","CN201110301483.5","一种利用无机盐胁迫萌发苦荞种子的方法，属于荞麦的精深加工技术领域。本发明提供的是一种利用三种盐，即铝盐、锌盐或铜盐之一种，胁迫萌发苦荞的条件进行优化，在所获得的优化条件下对苦荞种子进行胁迫萌发。促使苦荞中黄酮类物质的含量显著增加，生产出一种以苦荞及其芽体为原料的富含黄酮类物质的产品。本发明方法简便可靠，易控制，成本低，可大规模标准化生产。"
"11228777","种箱位置全方位调节的排种机构","CN201210082704.9","本发明属于农业机械技术领域，涉及一种种箱位置全方位调节的排种机构，排种机构主要由安装在机架上的种箱垂直移动机构和种箱水平移动机构构成，种箱垂直移动机构由竖直移动架、机架上的前后竖直导轨和前后竖直调节液压缸组成，种箱水平移动机构由竖直移动架、调节手轮、左右水平调节丝杆、水平调节链轮、水平调节链和种箱底座组成，通过调节调节手轮和控制前后竖直调节液压缸的液压控制阀，实现种箱位置全方位调节，将种箱调节到排种软管处于拉直状态的位置，再用调节链条张紧装置使动力链条处于适当的张紧状态，保证播种机在排种过程中动力的传输稳定可靠。本发明结构简单，操作方便，优化排种效果，适用于与多种耕作模式相匹配的免耕播种机。"
"11228944","一种红花檵木种子育苗方法","CN201210132295.9","本发明公开了一种红花檵木种子育苗方法，该方法根据本红花檵木种子具有后熟的特性，采用变温、低温的沙藏方法对待播种的种子进行贮藏处理后，再进行播种。应用本发明的红花檵木种子育苗方法能显著缩短种子出芽时间，提高出苗率。"
"11231260","一种燕麦种子的育种设备","CN201110104280.7","本发明实施例提供的一种燕麦种子的育种设备，采用离子注入机对燕麦种子进行离子注入；燕麦种子置于离子注入机的真空室内靶区电极上方的旋转托盘上，其中包括：同时注入：N+离子，C+离子，O+离子，在N+离子注入完成后，注入：H+离子，真空室的真空度：8×10-2.5～8×10-3Pa，电极工作负高压5000伏～10000伏；正高压500伏～1000伏。应用此育种方法与设备，可以育出耐旱、耐寒、高产的燕麦种子。"
"11232300","一种抗草甘膦转基因大豆的快速鉴定方法","CN201110187872.X","本发明公开了一种抗草甘膦转基因大豆的快速鉴定方法。本发明提供了辅助鉴别抗草甘膦大豆和/或不抗草甘膦大豆的方法，包括方法甲；方法甲包括如下步骤：(1)将待测大豆种子催芽后用50-150mg?a.i./L的草甘膦溶液处理；(2)检测大豆的下胚轴中的莽草酸积累量；(3)根据莽草酸积累量鉴别待测大豆为候选的抗草甘膦大豆还是候选的不抗草甘膦大豆。利用本发明公开的检测方法进行的实验表明：该方法可以快速的进行抗草甘膦转基因大豆室内生物测定方法可以快速检测转基因大豆，克服了分子检测中只是针对靶标基因进行检测且不能验证靶标基因的表达与否的问题和田间温室表型鉴定中但所需时间比较长、工作量大，且易受季节影响的缺点。"
"11232687","端面齿轮传动宽窄行分插机构","CN201110437688.6","本发明公开了一种端面齿轮传动宽窄行分插机构。传动箱有两种结构，面齿轮传动：主动圆柱齿轮固接在传动箱的主传动轴上，与固接在左中心轴上的左面齿轮相啮合构成端面齿轮传动，与从动圆柱齿轮构成外啮合齿轮机构，从动圆柱齿轮与固接在右中心轴上的右面齿轮相啮合传动。冠轮传动：动力由主动链轮经链条传递到固接在主中心轴上的从动链轮上，带动固接在主中心轴上的左、右冠轮转动，左、右冠轮与左、右锥齿轮相啮合，带动与左、右锥齿轮啮合的左、右中心轴转动。上述圆柱齿轮与面齿轮的轴交角小于90度，冠轮与锥齿轮之间的轴交角大于90度，使中心轴在与传动箱倾斜的平面内运动，使插秧点相对取秧点偏移相应的距离，实现宽窄行插秧。"
"11233082","东方百合种子变温处理的方法","CN201210050975.6","本发明提供了一种东方百合种子变温处理的方法，具体通过以下步骤完成：A、选种，B、基质处理，C、分装，D、室温处理，E、低温处理，F、检测，G、炼苗。该发明克服了现有技术存在的不足，促进种子快速萌发，提高了东方百合种子的发芽势和发芽率，改善其发芽整齐度，且该方法省去了对种子消毒处理的步骤，采用简单的操作，也能达到较好的效果，适用于大规模的东方百合杂交种子催球萌发。"
"11233083","手扶式等距定位掘土播种机","CN201110462417.6","本发明涉及农业机械技术领域，特别是涉及一种手扶式等距定位掘土播种机。手扶式等距定位掘土播种机由手柄、种子斗、输种管、螺旋道、播种管、从动齿轮、三角架、转向齿轮、推进轮、电机、电机转轴、驱动齿轮、开沟齿轮轴、开沟齿轮、开沟轮、开沟条、齿链、落种孔和输种棍构成。三角架是一个钝角三角形的构架，三角架的钝角顶点处与电机固定为一体，电机转轴与驱动齿轮为一体，驱动齿轮与转向齿轮焊接为一体，转向齿轮与推进轮固定为一体。输种管内有一与输种棍，输种棍能在输种管内转动。输种棍的侧壁有螺旋道，螺旋道的上端与所述落种孔正对。"
"11235965","秧苗移植机","CN201110036266.8","本发明提供一种秧苗移植机，其能够使润滑油遍布整个引导轴且能够使秧苗载置台的横向移动顺畅。该秧苗移植机设置有：左右往复移动自如的秧苗载置台；从秧苗载置台取出秧苗而插植于田地的插植装置；以及形成有螺旋状的槽部(38)的引导轴(37)，形成为如下的结构：将用于与引导轴(37)的槽部接触的引导突起(40)设置在滑动体(39)的内部，当所述引导轴(37)被驱动而旋转时，滑动体(39)滑动，从而使秧苗栽植台在左右方向移动，在滑动体(39)的左右两侧且在引导轴(37)的外周部设置有内侧用于收纳润滑剂的、伸缩自如的左右的包覆部件(42、42)，利用循环流路(43)将左右的包覆部件(42、42)的内部连结起来。"
"11241276","一种抑制干旱地区番茄和棉花连作病害的施肥方法","CN201110370755.7","一种抑制干旱地区加工番茄和棉花连作病害的施肥方法，由基肥和追肥两部分构成。所述基肥由天然矿物粉和化肥配成，矿物粉与化学肥料按照55-70%:30-45%的质量比例掺合均匀后作为基肥，按照每亩施用50公斤，于第一年秋耕时深翻，施肥深度为25cm；在番茄和棉花的不同生育期采用滴灌的方式对植株进行4-6次追肥，从开花期的每次5公斤开始，逐次增加追肥量，最终总量为每亩50公斤。在番茄上使用该技术后能使番茄的红果期提前5天，小区试验中产量提高20.6%，并能同时防治番茄细菌性斑点病、早疫病以及棉铃虫的发生。连作棉花上使用本技术后，能够有效地控制棉花黄萎病的发生，同时还能促进棉花发蕾、结铃、吐絮期提早，生育期缩短，最终产量增加4.3%，连续多年采用此技术对棉花的防病增产效果更佳。"
"11245086","基于微观动态离子流检测技术的测定小麦种子活力的方法","CN201110364011.4","本发明提供了一种基于微观动态离子流检测技术的测定小麦种子活力的方法，其是利用微观动态离子流检测技术对连续发芽期的小麦种子做动态K+流检测，根据小麦种子的净K+流速及方向来测定种子活力。本发明能够实现对小麦种子活力的无损、活体、快速检测，检测一个样本耗时少至几分钟多至十几分钟，检测准确性高，耗时短，活力强的小麦种子K+外流作用弱；而活力弱的小麦种子K+外流作用强，呈现流失状态，评价方法简单可靠，为小麦育种、小麦种子储藏、作物田间生产提供了一种无损的、快速的、检测后的生物材料还能继续生长的小麦种子活力检测新方法。"
"11245087","辅助机器视觉穴盘幼苗质量检测的间苗装置","CN201110406309.7","本发明公开了一种用于机器视觉穴盘幼苗质量检测的间苗装置。包括穴盘苗列分隔可调间距部件、穴盘苗行分隔可调间距部件、直线气缸和间苗垂直分隔执行部件；穴盘苗列分隔可调间距部件与固定机架相连接，穴盘苗行分隔可调间距部件与垂直分隔执行部件相连接，直线气缸驱动间苗垂直分隔执行部件动作。间苗装置的穴盘苗分隔片之间和分隔片与穴盘之间的距离均采用可调安装方式，可满足不同规格穴盘幼苗间苗的需求。配有本发明的幼苗视觉检测系统，获取到机械方式分隔的穴盘苗图像，幼苗叶片规则的存在于本身所处的穴孔空间，解决相邻叶片跨界引起机器视觉误判问题。机器视觉准确获取每株幼苗的健康状况，为后续的移钵作业提供准确信息。"
"11245223","具有自清洁吸嘴的穴盘播种机","CN201110423165.6","一种具有自清洁吸嘴的穴盘播种机，包括有：一机架单元，其上端面置有一受步进电机牵引的输送带传送装置；一打孔系统单元，具有一横跨在机架主梁间的打孔支撑梁，每排打孔梁上都安设有一组打孔头；一播种系统单元，其摆动机构的一对摆臂间固定一播种梁连接杆，在播种梁连接杆上固定至少有一排播种梁，每排播种梁下带有一排自清洁吸嘴，在自清洁吸嘴的下方设置有盛放种子的振动种盘；控制系统单元包括：一控制箱、一组气动电磁阀组件、一组光电传感器和与其配置使用的光电传感器反射镜，还有固定在播种系统单元摆动轴上的传感器接触块；控制系统单元控制各单元电气部件工作的启停。其能够提高播种效率和播种精度，保证种苗的优质高产。"
"11245404","化肥冲施器","CN201210075161.8","本发明公开了一种化肥冲施器，包括给料仓，叶轮仓和溶化仓。所述给料仓出料口设有拨料器，所述叶轮仓内设有动力叶轮，所述动力叶轮两侧设有挡水结构，所述挡水结构内侧为弧形与所述动力叶轮叶片外轮廓滑动配合，挡水结构内侧的弧长大于或等于叶轮上相邻两个叶片之间弧长；或所述叶轮仓为圆筒形，所述动力叶轮为螺旋状或扇形，所述动力叶轮转轴与叶轮仓的中心位置一致。所述拨料器包括中心轴，所述中心轴外表面设有多个轴向布置的拨齿，还包括一套筒套装在中心轴上与拨齿的外周滑动配合，在套筒位于套装转轴那侧的端面上设有封堵挡板；所述溶化仓内有溶化桶，所述融化桶壁为网状结构，所述桶壁的外周设有助推结构，所述溶化桶内设有搅拌器。"
"11248976","一种水稻插秧机的电动仿形机构","CN201110456363.2","本发明公开了一种水稻插秧机的电动仿形机构，属于水稻插秧机装置研究领域。针对现有双轮4行自动水稻插秧机的液压仿形机构存在的机构复杂、效率较低和不能适应泥脚深较为复杂的水田环境等问题，本发明基于电动力水稻插秧机，采用2个电机独立驱动左右2个仿形机构，可以使插秧机在硬底不平的水田中保持插秧机构与泥面平行，保证了插秧质量。仿形驱动电机具有停机自锁功能，在没有触发情况下节电待机，并设有手动调节功能。同时较大程度上简化了机械液压式仿形系统的传动机构，减小了插秧机的体积和减轻了重量。"
"11249437","一种打破凹叶厚朴种子休眠的方法","CN201210088724.7","本发明公开了一种打破凹叶厚朴种子休眠的方法，主要包括选种、种子浸泡处理、冷等离子处理以及变温层积处理的步骤，本发明综合利用浸泡、生长调节剂控制、等离子体处理以及变温层积处理等打破种子休眠的技术，大大缩短了凹叶厚朴种子萌发的时间，并且利用本发明得到的凹叶厚朴的种子实生苗根系发达，而且长势好，速度快，成活率高。"
"11249438","一种打破五叶铁线莲种子休眠提高育苗成活率的栽培方法","CN201210088710.5","本发明公开了一种打破五叶铁线莲种子休眠提高育苗成活率的栽培方法，主要包括选种、种子浸泡处理、变温层积处理以及移栽的步骤，本发明综合利用浸泡、生长调节剂控制以及变温处理等打破种子休眠的技术，大大缩短了五叶铁线莲种子萌发的时间，并且利用本发明得到的五叶铁线莲的种子实生苗根系发达，而且长势好，速度快，成活率高。"
"11249439","一种桂花苗木培育方法","CN201210088711.X","本发明公开了一种桂花苗木培育方法，主要步骤包括种子处理、播种、苗木管理、肥水管理；本发明具有发芽率高、繁殖简单、快捷，在生产中较易推广的特点。本发明所配制的基质的配比，营养合理，有利于苗木的快速繁殖；利用叶面施肥的方法，增加了苗木的营养，缩短了苗木的繁殖时间。"
"11251971","气腔滚动式精量穴播装置","CN201110105353.4","本发明涉及一种农用播种机上的部件，特别是一种气腔滚动式精量穴播装置，可适用于精量播种机上使用。本发明主要包括穴播滚筒（1）、压膜轮（2）、负压取种器本体（18），其特征是，穴播滚筒（1）、压膜轮（2）、负压取种器本体（18）与滚筒主轴（6）之间通过轴承联接，压膜轮（2）通过齿轮组或链条与负压取种器本体（18）联接，驱动负压取种器本体（18）旋转。本发明的优点是：采用负压腔体转动与滑块闭气相结合的形式实现精量排种，负压腔密闭性好使负压更稳定，减少了负压腔体的漏气量，提高了取种率，进而降低空穴率；增加了吸种盘的使用寿命，降低了动力消耗；可明显提高播种速度，现有的铺膜点播机的拖拉机行进速度为2-3公里/小时，使用本发明装置拖拉机行进速度可实现4-6公里/小时。"
"11253082","摩擦型立式圆盘排种器","CN201110434163.7","摩擦型立式圆盘排种器属于农业机械；摩擦式排种盘由内摩擦环、外摩擦环和型孔盘固装在一起组成，摩擦式排种盘和排种轴同轴可转动地安装在壳体上，压板通过板簧安装在壳体上，清种钢丝、护种板、推种钢丝分别固装在壳体上，压板、清种钢丝、护种板分别间隙地配装在摩擦式排种盘上的内摩擦环与外摩擦环之间，并配装在摩擦式排种盘上的型孔盘的上方；压板由柔性材料制作，压板与摩擦式排种盘上的型孔盘之间距离h为摩擦式排种盘上的内摩擦环与外摩擦环之间距离d的0.5～1.5倍；进种孔固装在壳体的中部，进种孔由透明材料制作；充种入口为锥形结构；本器结构简单，可靠，排种频率高，满足播种机高速作业的要求。"
"11253890","一种提高山苍子种子发芽率的方法","CN201210220909.9","本发明涉及一种经济树种的栽培方法，特别是一种提高山苍子种子发芽率的方法。该方法包括以下步骤：第一步、山苍子果实发酵处理；第二步、晾晒及低温处理；第三步、酸处理：将经过低温处理后的山苍子种子从冷库搬出，然后用硫酸处理0.5~5.5小时，再用盐酸处理2~6小时，再用甲酸处理1~5小时，将经过上述方法处理后种子用清水冲洗干净，备用；第四步、赤霉素催芽：育种前将山苍子种子用赤霉素浸种，经过上述处理后的种子即可进行播种。本发明采用果实发酵、种子酸处理、赤霉素催芽等措施，提高山苍子种子发芽率和出苗率，加快了山苍子苗木繁殖速度，通过本发明的实施，种子发芽率由7.3%提高到68.7%~83.3%。"
"11257738","黄芩同源四倍体的诱导方法","CN201210115994.2","本发明的黄芩同源四倍体的诱导方法涉及植物多倍体诱导方法领域，将普通二倍体黄芩种子，用0.04%～0.06%的KMnO4溶液消毒清洗三次、每次浸泡时间为1～3分钟；将消毒完毕的黄芩种子用净水清洗，去除表面水分；将经预处理的黄芩种子在温度23～26℃条件下均布于发芽床上，以净水为萌发剂，直至种芽破壳，取出后，去除表面水分，移入诱导床上，在温度25～29℃条件下，加入诱导液、其用量以半浸种子为宜，诱导至芽长为2.2～2.5mm时结束；将诱导后的种子取出，用净水冲洗3～5次，即完成黄芩同源四倍体的诱导。本诱导方法，科学合理，去除了因种子萌发进行各项生理准备所需时间不同而造成的差异，在时间上最大限度地减少了诱导液对种子的伤害；诱导温度与室温接近，易于操作，且与播种土壤温度差异小，可以提高成活率；另外，诱导液浓度极低，可以最大限度地减少诱导液对种子的伤害。"
"11257739","转差式精量铺膜播种滚筒和播种机","CN201210102193.2","本发明涉及一种转差式精量铺膜播种滚筒，包括滚筒支架、压膜轮、连接盘、取种机构、出种机构和传动机构，压膜轮上通过螺栓安装有连接盘，该取种机构通过螺栓与焊接在滚筒支架上的连接立板相连，出种机构安装在压膜轮的内侧，滚筒轴的一端通过键固定安装在连接盘上，另一端通过传动机构与取种机构的取种器轴1实现减速传动，该传动机构安装在滚筒支架上。本发明的优点是：通过滚筒支架与铺膜播种机的机架相连接，能实现在铺膜作业的同时实现播种，通过取种盘与滚筒轴采用不同转速，并配以带有斜面的接种斗，使播种滚筒轴的转速较高时，取种盘吸种可靠性提高，达到播量精确、不易漏种的目的；具有结构紧凑，能提高播种速度的特点。"
