"patent_id","名称","申请号","摘要"
"10896924","全自动捕蝇器","CN200910260328.6","本发明公开了一种全自动捕蝇器，主要由电磁铁、电磁铁支板、电磁阀控制器、连接轴、拍板、料盘、底座等组成；通过放置诱饵引诱苍蝇等飞虫停落到料盘上，每隔一段时间，通过控制电磁阀的通断控制通过连接轴相连的拍板对料盘进行快速拍打，从而拍死料盘上的苍蝇等飞虫。采用本发明所述全自动捕蝇器，可诱杀苍蝇、蚊子、蟋蟀等各种虫类，具有一定通用性，且不污染环境，适用于各种室内、外环境中全天候诱杀害虫。"
"10899305","保持害虫控制设备中诱饵材料的风味的技术","CN200880100006.9","本发明涉及一种白蚁控制诱饵容器(200)，包括上端部(204)和相对的下端部(206)。该诱饵容器包括含有白蚁诱饵(318)的腔(240)。该下端部包括位于诱饵的至少一部分的下方的空气捕获凹部(280)，从而当以选定的定向被至少部分地安装在地面以下时，减少水通过下端部(206)侵入。"
"10904664","植物病害防治用照明装置","CN200880023053.8","一种植物病害防治用照明装置(1)包括发出含紫外线的光的光源(2)。所述光源(2)对植物(P)叠加照射含有大致280～340nm波长成分的UV-B和大致100～280nm波长成分中除去大致255nm以下波长成分的UV-C。通过这样的UV-C以及UV-B对植物(P)照射，能够更加可靠地抑制上述病害等丝状真菌的孢子形成、菌系成长，且，能够更加可靠地诱导植物(P)的病害抵抗性。"
"10907987","喷杆式打药机","CN201010248467.X","一种喷杆式打药机，配有动力打药机，还有一基础支架单元，包括一水平横向支架、前后两组行走轮、喷臂支撑架及立式扶手安装架；其中，两个后组行走轮分别套于水平横向支架的两端；立式扶手安装架斜向安装，后端固定在水平横向支架上，前端兼以形成扶手；前组行走轮通过前立式支臂与立式扶手安装架固定连接，兼以形成前支撑；喷臂支撑架的打药支架15斜向安装并固定在水平横向支架上，其横向喷臂安装在打药支架15的顶端处；喷药单元，具有一组喷嘴管路及为该组喷嘴管路供液的压力输液管；在压力输液管的输入端设有控制阀门。其喷药的幅宽广，打药均匀，非常适用于大面积作业，作业效率较高。"
"10909258","孑孓捕获容器","CN200780034295.2","本发明提供一种孑孓捕获容器。该孑孓捕获容器具有：能盛放天然水的盛放容器(8)、能嵌入盛放容器(8)内且上部开口的凹形引导筒(1)、位于凹形引导筒(1)下部的通道口(4)、至少在盛放容器(8)和凹形引导筒(1)内水位处于通道口(4)上端以下时封闭通道口(4)的通道口封闭部(5)、位于盛放容器(8)和凹形引导筒(1)间的上部的封闭空间(11)，在凹形引导筒(1)内被产卵、孵化出来的孑孓在穿过上述通道口(4)后移动到上述盛放空间(8)和上述凹形引导筒(1)之间，并于该处羽化为成虫，尔后该成虫在该上述封闭空间(11)内死亡并被积存于该处。"
"10910653","小区试验变量喷洒装置","CN200810224299.3","本发明涉及一种小区试验变量喷洒装置，包括：机架，该机架具有轨道；驱动器，固定在所述机架上；喷洒器，设置在所述机架的轨道上，并且与所述驱动器电连接，用于在所述驱动器的驱动下在轨道上运动并喷洒。本发明提供的小区试验变量喷洒装置，通过在轨道上设置由驱动器驱动的喷洒器以及采用手动方式、单次方式和自动方式的变量喷洒方法，该装置可以方便地利用固定在下部的轮子移动到试验及测试现场；也可以反复多次的进行实验，有利于缩短开发周期，实现农药的变量喷洒。"
"10919623","用于挥发物输送系统的基材","CN200810091144.7","本发明公开了一种浸渍挥发物的基材(70)，例如灯心和毡片，所述基材可以用在一个撒布装置中，该撒布装置采用热源或者利用积极(25)方式促使挥发性材料(22)从所述基材中释放。优选的基材具有这样一种结构，所述结构包括用粘合剂粘着在一起以便形成微孔和通道的网络的砂子粒子。粘合剂从热固性聚合材料及其混合中选择。在将基材(70)安装到撒布装置中之前，将挥发性材料配置在微孔中。在撒布装置之中，将浸渍过的基材设置在撒布装置的热源(25)上或者其附近。将热源(25)激活从而提高基材的温度，使得挥发性材料从微孔中释放出来。在一个实施例中，砂子粒子包括硅砂，粘合剂是凝固的酚醛清漆树脂。"
"10925644","变地隙隧道式喷雾机","CN201010504508.7","变地隙隧道式喷雾机，包括四杆式转向机构(1)、差速驱动机构(2)、发动机、动力传递机构(13)、变速箱、药液收集装置(9)、喷雾系统(8)、机架(4)、左右转向轮(10)、左右驱动轮(11)以及地隙调节动力传动机构(3)，该地隙调节动力传动机构驱动机架以及安装在该机架上的特殊的转向机构、药液收集装置、差速驱动机构的离地间隙同时变化。本发明由于设有地隙调节动力传动机构，因此非常适用于窄行距篱架型作物的喷雾作业，可以实现整机地隙的升高和降低，以适应不同高度农作物的喷雾杀虫要求，其在保证喷雾效果的基础上，减少了农药使用量，降低了污染，并提高了农药利用率；此外，本发明行驶稳定、结构紧凑、操作灵活。"
"10954980","一种用于农作物病虫害防治的喷雾施药车","CN200910033192.5","本发明一种用于农作物病虫害防治的喷雾施药车属于植物保护施药机具领域，由供药部分、红外探测部分、喷雾控制部分、供电部分、荷电喷雾部分、行驶部分和机架组成；其中供药部分位于机架的中前部，通过供药部分的药箱的箱托将其连接于机架上；供电部分装入机架后部的金属盒内；行驶部分通过支撑架连接于机架的下面；红外探测部分和荷电喷雾部分分别通过固定架连接到机架下面，位于行驶部分的前后轮中间，相对于机架两侧对称布置，其中红外探测部分在荷电喷雾部分的前面；喷雾控制部分通过管路连接于荷电喷雾部分和供药部分的中间。本发明可以减少农药漂移和无效沉积，提高农药的有效利用率，适用于较高茎杆类农作物生长过程中病虫害防治。"
"10956003","人体触网可自动释放高压电荷的安全型电蚊拍","CN200910038089.X","本发明公开了一种人体触网可自动释放高压电荷的安全型电蚊拍，包括拍体，拍体上设置有灭蚊网和高压发生电路，所述拍体上还设置有人体触网时可自动释放高压电荷的感应控制装置，感应控制装置包括有触网检测电路、信号放大电路、控制电路以及高压电荷释放器，所述高压电荷释放器连接高压发生电路两极，当触网检测电路检测到人体碰触灭蚊网时，通过信号放大电路将信号放大，以便控制电路使高压电荷释放器接通高压发生电路的两极，释放高压电荷，克服了传统结构的电蚊拍，存在的人体触网遭电击的缺陷；再者，此款电蚊拍，还安装有若干个诱蚊灯，各诱蚊灯以灯光射向灭蚊网中央方向设置在灭蚊网的周边，以使电蚊拍在静止时，利用诱蚊灯的诱蚊作用，引诱蚊子朝灭蚊网中央扑去，使其既具有传统电蚊拍的作用，又兼有灭蚊灯的效果。"
"10964451","溴甲烷汽化器","CN200710028450.1","一种溴甲烷汽化器，包括有盖(3)容器(1)，容器内有电热管(15)及盛有导热油(5)，容器及盖都外附保温层(10)，导热油中浸有液化药剂通道的金属盘管(4)，其前、后段呈内、外圈弹簧状，后段(18)管径大于前段管径(19)，进、出口则分别外接至溴甲烷药瓶和喷枪。本发明在低温环境下使用时加热溴甲烷汽化快，溴甲烷输出喷枪时可调控达到理想汽化温度，保温时间长，加热一次可完成近十五个标准集装箱的施药，相当于一次施药25kg；采用的导热油热效率高节约能源，传热均匀，能精确控制温度，在合理的施药过程中，规定温度范围内可较长时间使用。而且采用交、直流电两种加热形式，能适应不同的工作环境。"
"10971556","便携式全自动捕蝇器","CN201010136953.2","一种便携式全自动捕蝇器主要包括有底座、支撑装置、拍打装置、控制装置、驱动装置。支撑装置可拆卸地固定设置在底座的上表面，并在底座与支撑装置之间设置有网板，在底座与网板之间形成有储蝇盒；支撑装置包括有用于固定底座与网板的固定架，及用于固定设置控制装置、驱动装置的支板，在支板与固定架之间经支杆连接并形成一个用于容置及提供拍打装置上下移动的空间；驱动装置包括有穿设支板并可驱动拍打装置上下移动的主轴，主轴位于支板上方的一端由所述驱动装置中的执行机构驱动连接，执行机构可选用由控制装置控制运动的外凸轮结构、内凸轮结构、扇齿面结构中的一种。"
"10971871","旋风式蟑螂苍蝇诱捕器","CN201010165930.4","本发明公开了一种旋风式蟑螂苍蝇诱捕器，包括上壳(1)、风叶(2)、收集器(3)、底座(4)。本发明采用诱饵盘诱聚蟑螂苍蝇，采用定时启动电动风机产生高强旋风气流，将蟑螂苍蝇吸卷吹入收集器中的技术方案，克服了现有技术存在药物方式有毒不安全，非药物方式捕杀效率低的问题与不足，所提供的一种旋风式蟑螂苍蝇诱捕器，旨在通过诱聚、定时气流吸卷捕获蟑螂苍蝇的方式，使捕杀蟑螂苍蝇达到了无毒、安全、高效的目的。"
"10973035","分离式太阳能多功能杀虫灯系统","CN201010205105.2","涉及杀虫系统的一种分离式太阳能多功能杀虫灯系统，使其解决现有同类设备存在资源利用率低、诱杀虫效果欠佳、可调性较差、易被盗的技术问题。其设计要点在于该分离式太阳能多功能杀虫灯系统设有由独立可调节支架、太阳能电池板、智能充电模块、蓄电池端口、市电端口、放电电路、接地电路构成的供电子系统和由独立型活动支架、杀虫容器、诱虫灯、蓄电池、智能灯控模块、带开关电源接口、带锁存放箱、灯杆及灯口组、光照传感器、雨感传感器、工作指示灯、操作键盘、接地电路构成的杀虫子系统，所述供电子系统与杀虫子系统为可分离且可独立工作。其结构易于调节，采用智能化管理，诱杀虫效果显著，增设防盗防雷结构，工作更为安全有效。"
"10981230","一种鼠、兔捕杀方法及装置","CN200610124578.3","一种鼠、兔捕杀方法及捕杀器，采用物理器械方法和器具捕杀鼠兔类小型有害动物，方法为：先利用安全通道让鼠兔等进入到装置内特定结构区，再按设定方法启动定向驱赶装置，将鼠兔等驱赶至捕捉或捕杀装置内，以实现鼠兔的捕杀或活体捕捉。捕杀器除以上结构部分外，还包括电源、开关以及起指令和程式输入、探测、警示、启动控制、与外界通讯等作用等各种装置及相应的电子电路。上述捕杀器电子电路按设定程式自动运行。本捕杀器可用作鼠兔类有害动物监测器，也用于强制性地给活捕到的动物施以专一性极强的传染病和抗生育剂等。此外，本捕杀器可遥控或远程控制；多个捕杀器可构成相互协同的网络捕杀器，并可自动对鼠兔类的分布、密度予以统计。"
"10985243","捕虫器","CN200880108513.7","文中所描述的和被权利要求保护的实施例涉及捕虫器(10；110；120)。捕虫器的一个特定实施例包括壳体(12；112；212)，所述壳体(12；112；212)保持诱虫光源(60a；60b；160a；160b)、昆虫固定装置(190)、和可见光谱光源(80a；80b；180a；180b)。该壳体至少部分地隐蔽该诱虫光源、昆虫固定装置和可见光谱光源使它们不可见，并且包括通道(14a；14b；114a；114b；214a；214b)，昆虫可通过该通道进入该壳体并且接近昆虫固定装置，并且诱虫光的渐变图案可通过该通道被投射到希望没有昆虫的区域。从捕虫器发射的光图案包括被反射表面(26a；26b；126a；126b；226a；226b)反射的漫射光分量(77a；77b)，和通过光导管(70a；70b；270a；270b)传输的强光分量(78a；78b)。光导管从紧邻诱虫光源的第一端捕获来自诱虫光源的光。光导管的第二端设置在通道的开口附近，并且被定向为在希望没有昆虫的区域的方向上传输诱虫光源。"
"10992611","小型动物安乐处死装置","CN201010114394.5","本发明提供一种小型动物安乐处死装置，该装置包括带隔离门的密闭固定体积的动物舱，内有食品和饮水区，嬉戏区。计算机主控仪控制背景音响、光线光色调整系统、温湿度调整系统、麻醉气体发生器、快速填充氮气或其他惰性气体系统、清新空气快速置换系统、动物舱内部清洗和消毒系统等完成动物的处死过程。动物舱外是负压屏蔽舱内有清洗、消毒池和密封包装系统。舱内相对操作者有一定的负压可防止有害有味气体污染。计算机将全部安乐死的过程自动记录并打印报告。动物舱和负压屏蔽舱排出的气体由净化吸附系统处理后达到安全排放。本发明的效果是实现了实验动物、工作动物和被遗弃宠物等小型动物在必须处死时以人道方式处死的功能，解决了动物福利方面的技术难题。"
"10998694","害虫驱除用喷雾器","CN200980106283.5","本发明提供在保存时、使用时不会发生火灾、烧伤等问题的害虫驱除用喷雾器。本发明是一种害虫驱除用喷雾器，其包括：耐压容器(1)，在内部收容以HFC-152a作为有效成分的、具有喷射作用和冷却作用的害虫行动抑制剂(A)，并且在上部设置有阀(3)，通过压下该阀(3)的阀杆(5)来打开阀杆(5)的放出口(4)；头罩(2)，安装在该耐压容器(1)的上部，并且设置有喷射口(10)，且设置有与耐压容器(1)的阀(3)的阀杆(5)嵌合的流入口(11)，在内部形成有从该流入口(11)至喷射口(10)的喷射用流路(12)。"
"11019020","小动物诱捕器","CN200980112410.2","本发明提供一种能够可靠地诱捕小动物的小动物诱捕器。因为在涂敷有用于捕获小动物的粘合剂的片状部件13上设置了可从基板11脱离的活动部15，因此，通过活动部15的粘合剂的粘结，小动物的脚被拖住，容易跌倒。而且，跌倒的小动物除脚以外的部分通过被固定在基板11上的片状部件13的粘合剂的粘结，即通过片状部件13的固定部14而被粘住，因此，与以往只粘住脚的情况不同，即使脚挣扎，也不能逃脱。再者，因为固定部14所占的面积被设定为大于活动部15的面积，所以即使假设脚能够挣扎，也不能够使片状部件13从基板11上被剥离或撕掉，小动物不能够从小动物诱捕器10中逃脱，可以可靠地捕获小动物。"
"11024767","配网线路驱鸟器的固定装置","CN201010537889.9","本发明提供配网线路驱鸟器的固定装置，包括安装架、设在安装架上的驱鸟器安装部，所述安装架为“П”形结构，包括顶板、与顶板连接的左侧板和右侧板，所述驱鸟器安装部设在顶板上，所述顶板内侧与左侧板的交界处设有至少1个卡钩，所述右侧板外侧设有活络转接的锁紧片，所述右侧板上设有与锁紧片对应的锁紧片安放槽。无需停电即可安装，并且安装简单快捷，能够保证供电的可靠性，提高工作效率，保证安装人员的人身安全。"
"11029160","一种植物栽培介质熏蒸容器","CN201110033583.4","一种植物栽培介质熏蒸容器，涉及一种熏蒸容器。提供一种处理速度较快、药剂用量省、使用方便灵活的植物栽培介质熏蒸容器。设有筒体、筒盖、进气阀、进气管、导气管、汽化管和至少1片压板；筒盖与筒体密封连接，进气阀设于筒盖上，进气管一端与进气阀进口连接，进气管另一端外接熏蒸气源，进气阀出口与导气管进口连通，导气管固于筒盖上，导气管位于筒体内，汽化管设于筒体内，汽化管罩在导气管外部，各压板卡在汽化管上，各压板上均设有通孔。具有结构简洁、拆装携带方便等突出优点。"
"11036935","人道的动物捕捉器","CN200910134615.2","人道的动物捕捉器，包括具有其内设置有门的开口的外壳。该门在打开和关闭位置可绕上边缘枢转，并通过扭转弹簧向关闭位置偏移。电螺线管设置在门上方并具有掣子，当门处于打开位置时，掣子偏移与门上的保持件接合，并可响应接收到的电跳闸信号而操作使掣子离开保持件。电传感器设置在外壳内，在捕捉器的相对侧壁之间传输光束，并且在由于动物进入捕捉器而中断光束时，产生电跳闸信号并将其传输给螺线管，以便关闭动物身后的门并由此人道的将其捕获在外壳内。"
"11038140","可移动式高效节能诱虫装置","CN201010118196.6","本发明涉及一种可移动式高效节能诱虫装置，包括支架、诱虫灯体、电源，在所述支架中部设有水盘，所述诱虫灯体通过支架的向上延伸端固定在与水盘面的中部，所述电源设置在支架上或水盘底部固定、电连接诱虫灯体；支架包括可收折的支杆，水盘为柔性不透水材料构成的盘体、设置在支杆展开时构成的托面上，水盘的周边与支杆固定连接；本发明与传统技术相比具有操作方便、高效和无污染的技术效果，用于规范化的农业菜地诱杀小菜蛾使用。"
"11039995","一种利用膜下滴灌技术防治棉铃虫蛹的方法","CN201010543999.6","本发明涉及一种利用膜下滴灌技术防治棉铃虫蛹的方法，该方法是按照常规方法对棉田进行铺设滴管带和覆盖地膜，在棉田边悬挂诱虫灯(频振式诱虫灯、黑光诱虫灯等)或在棉田中放置棉铃虫性诱剂诱捕器，监测棉铃虫蛾的数量；根据监测结果，预测棉铃虫蛹羽化高峰期，在不同代的棉铃虫蛹羽化高峰期前及时进行膜下滴灌，使棉铃虫蛹不能羽化，直接窒死在土壤中，从源头上阻断了棉铃虫成虫交配产卵的繁殖途径。该方法简化了防治措施，解决了棉铃虫防治难的关键问题，达到了事半功倍的防治效果，同时节省了大量的人力物力，降低了农业生产成本，保护了农田生态环境，是一种简单、快速、有效地防治棉铃虫危害农作物的方法。"
"11043333","一种粘鼠板及其制备方法","CN201010550106.0","一种粘鼠板的制备方法，以魔芋葡甘聚糖为主要原料，以硫酸亚铁和双氧水(H2O2)为改性剂，蔗糖为助溶剂，硼砂为交联剂，膨润土为填料剂，山梨酸钾为防腐剂。本发明的方法制备的粘鼠板安全无毒、粘度大、无异味，即使误食也无妨，放在工厂、饭店、宾馆、厕所不会产生难闻的异味，用后废弃物不会污染环境，是实际生产生活中用于灭鼠的理想选择。"
"11045964","一种用于连续捕鼠的水流式自动助力加速装置","CN201010606264.3","本发明公开了一种用于连续捕鼠的水流式自动助力加速装置，包括水流式超平衡的捕鼠机关和装鼠桶；捕鼠机关设在拦截面的下方地面，拦截面固定于地上，拦截面内是诱饵区，诱饵区投放诱饵；所述装鼠桶埋于地下，桶面高出地表面不超过10cm；所述捕鼠机关包括底座、过鼠板、水流式助力管、坨盒和挡鼠板，底座可拆卸地安装在装鼠桶的桶沿上，过鼠板与底座的支点由轮轴铰接，水流式助力管可抽出地固定于过鼠板底部，坨盒固定于过鼠板的外端下面，挡鼠板可拆卸地固定于过鼠板的内端上面。本发明高效环保、结构简单、易于维护。"
"11048946","捕鼠器","CN201110118715.3","一种能够自动捕鼠、使用效果好的捕鼠器，包括捕鼠器箱体，捕鼠器箱体的前部的两侧固定连接有长“U”形架，捕鼠器箱体的后部的两侧固定连接有短“U”形架，长“U”形架和短“U”形架上分别连接有长支架连杆和短支架连杆，长支架连杆上活动连接有杠杆，短支架连杆上活动连接有锁扣块，杠杆的前端通过拉绳连接有前门，捕鼠器箱体的前部开有孔，前门位于孔内，捕鼠器箱体的后部插接顶杆，顶杆的下端穿出捕鼠器箱体的下表面，杠杆的后端与锁扣块的槽相对应，锁扣块的前端与顶杆相对应，捕鼠器箱体下表面的中部固定有倒三角的连接座，连接座上活动连接有正三角形的底座。"
"11052178","用于挥发性液体分配器的加热器触头组件","CN200980103661.4","用于分配挥发性空气处理化学品的加热器。半圆形的电触头(32，34，36)设置在环型的加热器(10)中，并且提供了对齐和锚固特征(52，72)以方便使用弹簧(30)来容纳热膨胀。"
"11052188","灭蚊枪","CN201010258602.9","本发明公开了一种灭蚊枪，包括枪身、弹簧、枪口、扳机及支杆，扳机通过扳机机构连接支杆，支杆通过弹簧和枪身连接，支杆上设有复位拉杆，枪身设有滑槽，复位拉杆另一端安装在滑槽上；枪身前端设有气筒，气筒前端连接枪口；枪口为微孔枪口，其内部设有多个微气孔，枪口为微孔枪口，微孔枪口的微气孔与气筒相连；气筒内设有活塞，活塞连接支杆。本发明结构简单，利用传统玩具枪的射击原理，在枪身的前部设置活塞和气筒，在气筒前面设置微孔枪口，通过从微孔枪口喷出强劲的气柱将蚊子击中杀死，效果好，无需用电，真正做到了无污染，安全无危害，而且使用方便，老人小孩都可以用。"
"11052398","用于捕获昆虫的装置和相关的方法","CN200980109837.7","在此披露的主题提供了用于捕获昆虫的装置，其目的是监测昆虫负荷量并且在一些情况下研究所捕获的昆虫，以及使用该装置的方法。确切地说，本披露涉及用于昆虫(如玉米根虫甲虫以及相关的昆虫)一旦从土壤中出现时将它们捕获的装置，以及用于组装和使用该装置的方法。该装置包括：框架，该框架具有开放的底部以及可拆卸的顶板，该顶板具有被配置为用于接受植物的至少一个植物槽口以及被配置为用于接受捕获室的捕获室开口；被配置为用于密封该顶板上的植物槽口的柔性密封结构；以及被配置为用于紧固该柔性密封结构的紧固机构，这样围绕该植物产生密封以防止这些昆虫从植物周围逃逸。"
"11052567","多功能蚊香架","CN201010542353.6","本发明公开了一种多功能蚊香架，其包括有前端支撑部与后端支撑部，该前端支撑部与后端支撑部之间连接且具有夹角，所述前端支撑部开设有供蚊香卡挚的夹挚口，所述后端支撑部开设有供蚊香卡挚的容置槽。借由本发明多功能蚊香架，可稳定的安装断蚊香及完整蚊香，并且本发明的蚊香架使用安全、结构简单、成本低。"
"11052759","非触发式捕兽器","CN201010526897.3","一种非触发式捕兽器。主要解决了现有的捕猎工具易误伤人和其它稀有动物以及结构复杂的问题。其特征在于：笼体(1)上至少一侧设有向内开启的至少2个并排的活门(2)，所述的活门(2)上边与笼体(1)上的栅板铰接，所述的活门(2)在闭合时其外部与地面形成锐角。该非触发式捕兽器没触发机构，结构简单，成本低，动作可靠，不会对人或其它稀有动物造成伤害，采用无线控制技术发送通知，利用手机接收信息，狩猎者及时抓捕进入到笼子内的野猪。"
"11053386","利用高功率微波摧毁蜂窝的装置及其微波摧毁方法","CN201110043481.0","本发明公开了一种利用高功率微波摧毁蜂窝的装置及其微波摧毁方法，其特点是该装置依次由微波源(1)，馈线(2)，定向性天线(3)和目标蜂窝(4)连接而成，其中微波源的微波频率为300MHz～300GHz；马蜂窝处形成的微波功率密度大于0.7W/cm2，微波源为磁控管，行波管或速调管真空器件中的任一种；或砷化镓场效应管，氮化镓场效应管固态器件中的任一种；微波源为多个真空器件或多个固态器件采用相干合成或非相干合成的功率合成方法，在目标处合成实现蜂窝处的高微波功率密度；发射天线为单个口径面天线或天线阵列进行相干或非相干的空间功率合成，其增益高于30dBi。它具有高效、安全、彻底摧毁的优点。"
"11058918","恒速植物输液装置","CN201110074798.0","本发明公开了一种恒速植物输液装置，旨在提供一种能够恒速输液，输液速度快且可调的植物输液装置。包括储液罐、阀门、压力罐和注射针头，所述压力罐内灌装有高压饱和状态液体，所述储液罐内灌装有液体农药或化肥，所述储液罐、阀门和压力罐依次连接，所述储液罐的输液口上连接有注射针头。本发明的植物输液装置利用灌装好的高压饱和状态液体蒸发产生的压力作为注射动力，输液速度快且均匀，无需任何电力设备，结构简单，节约能源。植物输液装置中的压力罐、阀门和储液罐可以为一体或分体，便于携带，便于移动，使用方便灵活。"
"11064659","磷化氢发生器","CN201110128634.1","本发明公开了磷化氢发生器，属于熏蒸设备，其结构包括水箱、反应箱和风机，水箱内装有水和液位传感器，水箱通过产气输入管与风机相连，产气输入管上设置有第一电磁阀，水箱的上部设置有出气管，出气管上设置有反应箱，反应箱两侧的出气管上分别设置有第二电磁阀和第三电磁阀，出气管的端部设置有磷化氢浓度传感器，风机与第三电磁阀右端的出气管之间设置有通风输入管，通风输入管上设置有第四电磁阀，风机、液位传感器、磷化氢浓度传感器、第一电磁阀、第二电磁阀、第三电磁阀和第四电磁阀分别与单片机相连。本发明的磷化氢发生器具有熏蒸时磷化氢的浓度可控制，不会造成药剂的浪费，熏蒸效果好，适用于小批量、频繁的熏蒸作业等特点。"
"11069772","溴甲烷真空加热再利用系统","CN201010592903.5","本发明涉及一种溴甲烷真空加热再利用系统；由加热腔体、密闭熏蒸设施、阀门、真空泵和管道构成；加热腔体内包括若干碳材料填充柱，碳材料填充柱结构为空腔圆柱体；碳材料填充柱并联连通；上连通管道从加热腔体上部引出后连接真空泵，经真空泵再连接到密闭熏蒸设施上部管道接口；下连通管道从加热腔体下部引出后连接循环风机，经循环风机再连接到密闭熏蒸设施下部管道接口；碳材料填充柱采用立式放置可有效解决活性炭或碳纤维分布不均匀、活性炭或碳纤维更换困难的难题；采用真空泵对碳材料填充柱抽真空后再加热解吸碳材料吸附的溴甲烷可提高解吸效果，降低加热解吸的温度；采用真空加热解吸的溴甲烷可直接排放至待熏蒸货物的熏蒸设施中，降低溴甲烷的再利用成本。"
"11071258","具有偏心闭锁机构的笼式诱捕器","CN200710303579.9","笼式动物诱捕器具有偏心设定机构，该机构保持打开笼门状态，伺机关闭诱捕器入口。该设定机构包括枢转安装的设定杆，该杆通过操作拉绳连接到诱捕器的笼门上。诱饵踏板可动地安装在诱捕器的内部，解扣杆和连杆组件紧固到该踏板和设定机构上，从而当动物进入诱捕器的时候，动物的自重触压踏板，导致解扣杆和连杆组件驱动设定机构。在驱动之后，设定杆枢转越过它的偏心位置，并允许拉绳运动，从而使得笼门从打开位置运动到关闭位置，进而将动物诱捕到诱捕器的内部。"
"11071274","重新装备的电子动物捕捉器","CN200810136031.4","一种电或电子动物捕捉器，具有CPU控制的、重新装备的、多次捕杀板配置以及用于触发高电压循环的自动重置的机械开关。高电压输出电路连接至捕杀板，当有害物闭合机械开关时，该捕杀板由高电压脉冲序列激活。该捕捉器被配置为在检测到第一次处死之前自动重新装备不定次数。一旦检测到所述第一次处死，则将自动重新装备两次。相应地，可以处死多只老鼠，并在捕捉器需要维护之前在捕捉器内保留多只老鼠。"
"11073837","一种环保粘蝇纸及其制备方法","CN201010552049.X","一种环保粘蝇纸制备方法，以魔芋葡甘聚糖氧化改性产物为主要原料，将其与马铃薯淀粉糊复配，再加入蜂蜜、正庚醛等引诱剂，制得的粘蝇胶。本发明的一种环保粘蝇纸的安全性和粘性完全符合国家有关标准要求，与传统粘蝇纸相比较，还具有可降解、成本低、制作简单等优点。"
"11074510","小型种子除虫熏蒸装置","CN201110128179.5","本发明公开了小型种子除虫熏蒸装置，属于熏蒸装置，其结构包括箱体和磷化氢发生器，箱体的前侧设置有工作面板和箱门，箱体包括外箱体和内箱体，外箱体和内箱体之间的空间形成中间夹层，磷化氢发生器设置在箱体下部的中间夹层内，中间夹层的两侧下部分别设置有循环送风风扇，外箱体的一侧设置有进风口，另一侧设置有排气口，排气口处的中间夹层内设置有磷化氢浓度传感器，内箱体上设置有多个箱体气孔，内箱体内设置有多个搁板，循环送风风扇、电控排气阀门、排气风扇和磷化氢浓度传感器分别与工作面板相连。与现有技术相比，本发明的小型种子除虫熏蒸装置具有适用于小批量物品熏蒸的小型场所，不会造成药剂的浪费，使用方便等特点。"
"11074802","无明火驱蚊装置","CN201110253677.2","本发明是一种无明火驱蚊装置，在加热器（2）中设置有立式隔板（3），将加热器（2）内下部空间分隔为四个区；在第一、二、三区中分别设置有靠在加热器（2）内壁上的软管，软管的进水端与所在区相通，出水端穿过立式隔板探入下一区中；上端敞口、下端封闭的圆筒状驱蚊液容器（1）安装在加热器（2）内上部，驱蚊液容器（1）的筒底封闭所述四个区的上端面；加热器（2）一侧设置有与第一区（6）连接的水容器（4）。加热器四个区内发热剂被依次引发，在不同的时间段内加热驱蚊液，实现了长时间驱蚊。"
"11085157","环保型灭蚊器","CN200910106137.4","本发明涉及生活用品领域，提供一种环保型灭蚊器。该环保型灭蚊器包括：电能单元，提供灭蚊所需电能；诱蚊装置，与电能单元相连，通过电能单元将蚊虫诱近；灭蚊装置，将被诱近的蚊虫消灭；固定装置，固定电能单元、诱蚊装置及灭蚊装置，包括入蚊口。诱蚊装置包括：药诱模块，与固定装置相连，通过诱蚊药吸引蚊虫靠近入蚊口；光诱模块，通过电能单元产生光线，吸引蚊虫靠近入蚊口；吸入模块，与固定装置相连，通过风扇产生吸力，将靠近入蚊口的蚊虫吸入灭蚊装置内。灭蚊装置与诱蚊装置相通，将被诱蚊装置吸入的蚊虫困住，使蚊虫与外界隔离。本发明环保型灭蚊器通过隔离蚊虫的生存环境达到灭蚊目的，降低了能耗。"
"11093614","水田多用机","CN201110132285.0","本发明公开了一种水田多用机，是由架体，行走装置、喷药装置和撒肥装置组成，其中架体、喷药装置和撒肥装置设在行走装置上，行走装置设置有前桥和后桥为四轮驱动结构，喷药装置是由气泵、罐体和喷洒管组成，气泵与罐体连接，喷洒管设在罐体上，撒肥装置设在架体的后端，撒肥装置由一漏斗组成，漏斗下方设有阀门，阀门是电动的，行走装置和气泵的动力来源于架体上的发动机，有益效果：一机多用，节约了大量的人力，充分提高了水稻种植的效率，缩短了水稻栽培时间，保证了水稻栽培的时效，从而充分提高了水稻的亩产量。"
"11097226","一种桑天牛杀灭毒签的制作方法","CN201110035108.0","本发明涉及一种桑天牛杀灭毒签的制作方法，将桑木屑、桑叶粉、糯米粉、50%可湿性多菌灵粉、桃胶、95%的酒精、溴氰菊酯原液、80%的敌敌畏乳油、80%的磷化锌粉充分搅拌形成糊状毒杀剂；选取木签将木签尖端插入到糊状毒杀剂中，取出木签后放在密闭的环境中晾干；取草酸、桃胶、95%的酒精加工成草酸胶液；将已干燥的粘有毒杀剂的木签插入到草酸胶液中，使草酸胶液将毒杀剂充分包裹起来，取出木签后再晾干。本发明提供的杀灭毒签能有效诱导桑天牛吞食杀灭毒签上的毒杀剂并具有触杀和熏蒸功能，毒杀效果好，且杀灭毒签取材方便、制作工艺简单、成本低，能普遍推广。"
